ST_CASE,VEH_NO_x,DRIMPAIR_x,DRDISTRACT,DRIVERRF,PER_NO_x,DRUGRES,DRUGACTQTY,STATE_x,COUNTY,HARM_EV_x,MAKE_x,BODY_TYP_x,AGE,SEX,PER_TYP_x,INJ_SEV,REST_USE,REST_MIS,AIR_BAG_x,EJECTION,DRINKING,ALC_RES,HISPANIC,STATE_y,VE_FORMS,HARM_EV_y,NUMOCCS,HIT_RUN,VIN,MOD_YEAR,VPICMAKE,VPICMODEL,VPICBODYCLASS,MAKE_y,MAKENAME,MODEL,BODY_TYP_y,HAZ_INV,HAZ_PLAC,HAZ_ID,TRAV_SP,UNDEROVERRIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,M_HARM,FIRE_EXP,DR_DRINK,DR_PRES,L_STATE,DR_ZIP,L_TYPE,L_STATUS,L_COMPL,L_COMPLNAME,L_RESTRI,DR_HGT,DR_WGT,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_MONAME,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_CONFIG,STATE,RACE,ORDER,MULTRACE,CASENUM,HARM_EV,DAY_WEEK,MONTH,MAXSEV_IM,WEATHR_IM,PER_NO_y,BODY_TYP,AGE_IM,SEX_IM,INJSEV_IM,PER_TYP_y,AIR_BAG_y,EJECT_IM,MAKE,VEH_NO_y,DRIMPAIR_y
270332,2,0,99.0,0.0,1.0,9995.0,-99.0,27.0,163.0,12.0,55.0,4.0,40.0,1.0,1.0,3.0,3.0,0.0,8.0,0.0,0.0,996.0,0.0,27.0,3.0,12.0,1.0,0.0,5NPE24AF4HH5,2017.0,498.0,2459.0,13.0,55.0,Hyundai,33.0,4.0,1.0,0.0,0.0,998.0,8.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,27.0,55082.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,72.0,215.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,1.0,2.0,4.0,0.0,1.0,62.0,99.0,1.0,1.0,302.0,27.0,0.0,1.0,0.0,202305445206.0,12.0,4.0,11.0,4.0,1.0,1.0,4.0,40.0,1.0,3.0,1.0,8.0,0.0,55.0,2.0,0.0
270332,3,0,0.0,0.0,1.0,0.0,-99.0,27.0,163.0,12.0,49.0,14.0,47.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,996.0,0.0,27.0,3.0,12.0,1.0,0.0,2T3G1RFV2KW0,2019.0,448.0,2217.0,7.0,49.0,Toyota,402.0,14.0,1.0,0.0,0.0,998.0,9.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,27.0,55119.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,62.0,120.0,0.0,0.0,0.0,3.0,March,2021.0,3.0,2021.0,0.0,1.0,2.0,55.0,1.0,1.0,2.0,4.0,0.0,1.0,52.0,1.0,1.0,1.0,998.0,27.0,0.0,1.0,0.0,202305445206.0,12.0,4.0,11.0,4.0,1.0,1.0,14.0,47.0,2.0,2.0,1.0,1.0,0.0,49.0,3.0,0.0
270334,1,99,99.0,28.0,1.0,1059.0,-99.0,27.0,5.0,12.0,55.0,4.0,36.0,1.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,7.0,27.0,2.0,12.0,1.0,0.0,5NPET46C69H4,2009.0,498.0,2459.0,13.0,55.0,Hyundai,33.0,4.0,1.0,0.0,0.0,60.0,8.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,27.0,56501.0,1.0,4.0,2.0,No valid license for this class vehicle,3.0,65.0,145.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,60.0,2.0,1.0,2.0,1.0,0.0,14.0,10.0,99.0,1.0,2.0,301.0,27.0,1.0,1.0,0.0,202305127388.0,12.0,6.0,7.0,0.0,1.0,1.0,4.0,24.0,1.0,0.0,1.0,20.0,0.0,55.0,3.0,0.0
270340,2,99,99.0,0.0,1.0,0.0,-99.0,27.0,53.0,12.0,35.0,4.0,35.0,1.0,1.0,4.0,99.0,7.0,8.0,9.0,0.0,996.0,7.0,27.0,3.0,12.0,2.0,0.0,3N1AB7AP9KY2,2019.0,478.0,1907.0,13.0,35.0,Nissan/Datsun,43.0,4.0,1.0,0.0,0.0,998.0,8.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,27.0,55454.0,1.0,6.0,3.0,Valid license for this class vehicle,1.0,70.0,150.0,0.0,0.0,1.0,10.0,October,2019.0,1.0,2023.0,9.0,7.0,3.0,55.0,1.0,1.0,2.0,1.0,0.0,1.0,54.0,99.0,9.0,9.0,998.0,27.0,99.0,1.0,0.0,202305205917.0,12.0,4.0,8.0,0.0,1.0,1.0,4.0,33.0,2.0,0.0,1.0,20.0,0.0,35.0,1.0,0.0
270341,1,0,0.0,0.0,1.0,0.0,-99.0,27.0,163.0,11.0,72.0,80.0,44.0,1.0,1.0,4.0,20.0,7.0,20.0,8.0,0.0,996.0,7.0,27.0,1.0,11.0,1.0,0.0,1HD1BXB112Y0,2002.0,3888.0,8502.0,94.0,72.0,Harley-Davidson,706.0,80.0,1.0,0.0,0.0,55.0,7.0,8.0,8.0,12.0,6.0,42.0,0.0,0.0,1.0,27.0,55016.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,72.0,180.0,1.0,0.0,0.0,1.0,January,2019.0,8.0,2023.0,0.0,1.0,2.0,55.0,1.0,5.0,2.0,1.0,97.0,1.0,87.0,99.0,1.0,1.0,103.0,27.0,1.0,1.0,0.0,202305468089.0,11.0,5.0,12.0,4.0,1.0,1.0,80.0,44.0,1.0,4.0,1.0,20.0,8.0,72.0,1.0,0.0
270351,2,99,99.0,0.0,1.0,9999.0,-99.0,27.0,15.0,12.0,2.0,15.0,28.0,1.0,1.0,4.0,20.0,7.0,8.0,0.0,0.0,995.0,1.0,27.0,2.0,12.0,1.0,0.0,1C4RJFBG7EC5,2014.0,483.0,1949.0,7.0,2.0,Jeep / Kaiser-Jeep / Willys- Jeep,422.0,15.0,1.0,0.0,0.0,60.0,8.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,27.0,56073.0,1.0,1.0,2.0,No valid license for this class vehicle,0.0,72.0,280.0,0.0,2.0,0.0,6.0,June,2022.0,7.0,2023.0,9.0,1.0,2.0,60.0,1.0,1.0,2.0,2.0,0.0,1.0,62.0,99.0,1.0,1.0,302.0,27.0,1.0,1.0,0.0,202305127425.0,12.0,6.0,4.0,2.0,1.0,1.0,15.0,47.0,2.0,2.0,1.0,20.0,0.0,2.0,2.0,8.0
270362,1,99,99.0,34.0,1.0,0.0,-99.0,27.0,123.0,12.0,35.0,6.0,31.0,1.0,1.0,2.0,99.0,7.0,8.0,0.0,0.0,996.0,0.0,27.0,2.0,12.0,2.0,0.0,KNMAT2MV5FP5,2015.0,478.0,1913.0,8.0,35.0,Nissan/Datsun,51.0,6.0,1.0,0.0,0.0,60.0,8.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,27.0,55406.0,1.0,2.0,2.0,No valid license for this class vehicle,0.0,73.0,180.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,3.0,1.0,4.0,25.0,1.0,1.0,2.0,1.0,0.0,6.0,54.0,99.0,1.0,2.0,301.0,27.0,0.0,1.0,0.0,202305515941.0,12.0,2.0,2.0,4.0,10.0,1.0,6.0,31.0,1.0,2.0,1.0,8.0,0.0,35.0,1.0,99.0
270380,1,99,3.0,0.0,1.0,9999.0,-99.0,27.0,123.0,1.0,52.0,3.0,37.0,1.0,1.0,4.0,20.0,7.0,1.0,1.0,9.0,995.0,7.0,27.0,1.0,1.0,2.0,0.0,4A3AC84H33E0,2003.0,481.0,2166.0,5.0,52.0,Mitsubishi,37.0,3.0,1.0,0.0,0.0,100.0,7.0,3.0,5.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,54703.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,999.0,999.0,99.0,99.0,99.0,99.0,Unknown,9999.0,99.0,9999.0,3.0,7.0,2.0,50.0,2.0,1.0,2.0,2.0,3.0,14.0,6.0,99.0,3.0,4.0,101.0,27.0,68.0,1.0,0.0,202305564543.0,1.0,7.0,12.0,4.0,10.0,1.0,3.0,37.0,1.0,4.0,1.0,1.0,1.0,52.0,1.0,0.0
270381,1,0,99.0,39.0,1.0,9995.0,-99.0,27.0,139.0,12.0,49.0,4.0,17.0,2.0,1.0,1.0,3.0,0.0,20.0,0.0,0.0,996.0,0.0,27.0,2.0,12.0,4.0,0.0,JTDBR32E0300,2003.0,448.0,2208.0,13.0,49.0,Toyota,32.0,4.0,1.0,0.0,0.0,20.0,8.0,0.0,0.0,9.0,6.0,12.0,0.0,0.0,1.0,27.0,55379.0,2.0,6.0,3.0,Valid license for this class vehicle,0.0,68.0,140.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,9.0,7.0,2.0,30.0,1.0,1.0,8.0,1.0,20.0,99.0,19.0,99.0,1.0,1.0,504.0,27.0,0.0,1.0,0.0,202305036777.0,12.0,4.0,6.0,0.0,1.0,1.0,4.0,31.0,2.0,0.0,1.0,20.0,0.0,49.0,2.0,0.0
280001,1,0,0.0,0.0,1.0,0.0,-99.0,28.0,151.0,12.0,37.0,4.0,43.0,2.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,996.0,7.0,28.0,2.0,12.0,6.0,0.0,1HGCM563X7A0,2007.0,474.0,1861.0,13.0,37.0,Honda,32.0,4.0,1.0,0.0,0.0,998.0,8.0,0.0,0.0,11.0,6.0,12.0,0.0,0.0,1.0,28.0,38721.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,73.0,200.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,3.0,1.0,8.0,1.0,0.0,14.0,62.0,1.0,1.0,1.0,302.0,28.0,2.0,1.0,0.0,202305151631.0,12.0,4.0,5.0,1.0,1.0,1.0,4.0,30.0,1.0,0.0,1.0,20.0,0.0,37.0,1.0,0.0
280002,1,9,0.0,0.0,1.0,0.0,-99.0,28.0,99.0,32.0,20.0,15.0,21.0,2.0,1.0,3.0,20.0,7.0,20.0,0.0,1.0,995.0,0.0,28.0,1.0,32.0,2.0,0.0,1GNEC13T95R1,2005.0,467.0,1852.0,7.0,20.0,Chevrolet,421.0,15.0,1.0,0.0,0.0,998.0,7.0,3.0,5.0,12.0,6.0,1.0,0.0,1.0,1.0,28.0,39350.0,0.0,0.0,0.0,Not licensed,0.0,999.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,6.0,8.0,1.0,0.0,1.0,13.0,1.0,1.0,4.0,101.0,28.0,0.0,1.0,0.0,202304848532.0,12.0,6.0,3.0,0.0,1.0,1.0,15.0,36.0,2.0,0.0,1.0,20.0,0.0,20.0,3.0,98.0
280009,1,0,0.0,0.0,1.0,0.0,-99.0,28.0,69.0,12.0,49.0,34.0,51.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,996.0,0.0,28.0,2.0,12.0,3.0,0.0,3TYAX5GN6NT0,2022.0,448.0,2223.0,60.0,49.0,Toyota,472.0,34.0,1.0,0.0,0.0,998.0,8.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,28.0,39339.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,75.0,270.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,1.0,8.0,2.0,0.0,1.0,62.0,1.0,1.0,1.0,302.0,28.0,0.0,1.0,0.0,202304845677.0,12.0,4.0,3.0,1.0,1.0,1.0,34.0,26.0,2.0,0.0,1.0,20.0,0.0,49.0,2.0,0.0
280022,1,99,99.0,0.0,1.0,9999.0,-99.0,28.0,87.0,42.0,37.0,4.0,34.0,1.0,1.0,3.0,8.0,0.0,1.0,0.0,1.0,995.0,0.0,28.0,1.0,42.0,2.0,0.0,1HGCM56393A0,2003.0,474.0,1861.0,13.0,37.0,Honda,32.0,4.0,1.0,0.0,0.0,998.0,7.0,0.0,0.0,12.0,6.0,42.0,0.0,1.0,1.0,28.0,38827.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,70.0,170.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,9.0,1.0,2.0,40.0,1.0,1.0,8.0,1.0,0.0,1.0,3.0,99.0,9.0,4.0,101.0,28.0,0.0,1.0,0.0,202305058357.0,12.0,2.0,6.0,0.0,1.0,1.0,4.0,24.0,2.0,0.0,1.0,1.0,0.0,37.0,2.0,0.0
280025,2,99,0.0,38.0,1.0,0.0,-99.0,28.0,91.0,12.0,12.0,4.0,57.0,1.0,1.0,4.0,20.0,7.0,1.0,2.0,0.0,996.0,7.0,28.0,2.0,12.0,1.0,0.0,1FAFP34N75W1,2005.0,460.0,1779.0,13.0,12.0,Ford,37.0,4.0,1.0,0.0,0.0,998.0,8.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,28.0,39483.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,66.0,135.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,1.0,8.0,1.0,0.0,1.0,10.0,1.0,1.0,2.0,301.0,28.0,1.0,1.0,0.0,202305357316.0,12.0,7.0,10.0,1.0,2.0,1.0,4.0,22.0,2.0,0.0,1.0,20.0,0.0,12.0,2.0,0.0
280026,1,99,0.0,0.0,1.0,0.0,-99.0,28.0,49.0,12.0,35.0,4.0,53.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,996.0,0.0,28.0,2.0,12.0,3.0,0.0,1N4AL3AP5HN3,2017.0,478.0,1904.0,13.0,35.0,Nissan/Datsun,47.0,4.0,1.0,0.0,0.0,998.0,8.0,0.0,0.0,3.0,6.0,12.0,0.0,0.0,1.0,28.0,39211.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,72.0,260.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,4.0,3.0,45.0,1.0,1.0,8.0,1.0,3.0,1.0,66.0,1.0,1.0,1.0,502.0,28.0,0.0,1.0,0.0,202304800045.0,12.0,1.0,3.0,3.0,1.0,1.0,4.0,34.0,2.0,2.0,1.0,8.0,0.0,35.0,3.0,0.0
280035,1,0,0.0,0.0,1.0,0.0,-99.0,28.0,43.0,12.0,87.0,66.0,25.0,1.0,1.0,0.0,99.0,7.0,20.0,0.0,0.0,996.0,0.0,28.0,2.0,12.0,2.0,0.0,1XP5DB9XX3D5,2003.0,495.0,2046.0,66.0,87.0,Peterbilt,881.0,66.0,1.0,0.0,0.0,998.0,8.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,28.0,38901.0,1.0,6.0,2.0,No valid license for this class vehicle,0.0,77.0,250.0,0.0,1.0,0.0,11.0,November,2019.0,12.0,2019.0,9.0,5.0,5.0,45.0,1.0,1.0,8.0,1.0,3.0,1.0,66.0,99.0,1.0,1.0,503.0,28.0,0.0,1.0,0.0,202305333604.0,12.0,7.0,10.0,0.0,1.0,1.0,66.0,61.0,1.0,0.0,1.0,20.0,0.0,87.0,2.0,98.0
280038,1,99,99.0,28.0,1.0,0.0,-99.0,28.0,153.0,12.0,55.0,4.0,46.0,1.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,996.0,7.0,28.0,2.0,12.0,1.0,0.0,5NPD74LF5HH1,2017.0,498.0,2735.0,13.0,55.0,Hyundai,35.0,4.0,1.0,0.0,0.0,998.0,8.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,28.0,39367.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,74.0,300.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,9.0,1.0,2.0,55.0,2.0,1.0,8.0,1.0,0.0,14.0,10.0,99.0,1.0,2.0,301.0,28.0,1.0,1.0,0.0,202305640275.0,12.0,5.0,11.0,2.0,1.0,1.0,4.0,60.0,2.0,2.0,1.0,8.0,0.0,55.0,3.0,0.0
280040,1,0,99.0,0.0,1.0,0.0,-99.0,28.0,123.0,12.0,7.0,20.0,43.0,1.0,1.0,4.0,20.0,7.0,1.0,0.0,0.0,996.0,7.0,28.0,2.0,12.0,2.0,0.0,1D4GP24363B2,2003.0,476.0,1942.0,9.0,7.0,Dodge,442.0,20.0,1.0,0.0,0.0,998.0,8.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,28.0,39117.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,73.0,260.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,9.0,1.0,2.0,45.0,1.0,1.0,8.0,2.0,0.0,1.0,67.0,1.0,1.0,1.0,415.0,28.0,1.0,1.0,0.0,202304892720.0,12.0,5.0,4.0,1.0,1.0,1.0,20.0,60.0,1.0,0.0,1.0,9.0,0.0,7.0,1.0,0.0
280046,1,99,99.0,0.0,1.0,0.0,-99.0,28.0,127.0,42.0,13.0,4.0,61.0,2.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,996.0,7.0,28.0,1.0,42.0,2.0,0.0,1LNHM81W64Y6,2004.0,464.0,1791.0,13.0,13.0,Lincoln,1.0,4.0,1.0,0.0,0.0,998.0,7.0,0.0,0.0,12.0,6.0,42.0,0.0,0.0,1.0,28.0,39044.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,69.0,190.0,0.0,4.0,0.0,8.0,August,2019.0,1.0,2023.0,9.0,1.0,2.0,35.0,1.0,1.0,8.0,1.0,0.0,1.0,13.0,1.0,1.0,4.0,101.0,28.0,2.0,1.0,0.0,202304651689.0,12.0,4.0,1.0,0.0,1.0,1.0,4.0,22.0,2.0,0.0,1.0,20.0,0.0,13.0,1.0,98.0
280049,2,0,0.0,0.0,1.0,0.0,-99.0,28.0,131.0,12.0,35.0,4.0,27.0,2.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,996.0,0.0,28.0,2.0,12.0,4.0,0.0,3N1AB7AP7FY2,2015.0,478.0,1907.0,13.0,35.0,Nissan/Datsun,43.0,4.0,1.0,0.0,0.0,998.0,8.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,28.0,39503.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,63.0,125.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,2.0,55.0,1.0,1.0,8.0,2.0,0.0,1.0,66.0,1.0,1.0,1.0,503.0,28.0,0.0,1.0,0.0,202304716316.0,12.0,3.0,1.0,1.0,1.0,1.0,4.0,47.0,1.0,1.0,1.0,8.0,0.0,35.0,2.0,0.0
280064,1,99,0.0,0.0,1.0,0.0,-99.0,28.0,41.0,30.0,49.0,4.0,65.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,996.0,7.0,28.0,1.0,30.0,1.0,0.0,4T1BF1FK5EU8,2014.0,448.0,2469.0,13.0,49.0,Toyota,40.0,4.0,1.0,0.0,0.0,998.0,7.0,0.0,0.0,12.0,6.0,30.0,0.0,0.0,1.0,28.0,39451.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,71.0,180.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,1.0,8.0,1.0,0.0,1.0,13.0,1.0,1.0,4.0,101.0,28.0,1.0,1.0,0.0,202305352043.0,12.0,6.0,10.0,0.0,10.0,1.0,4.0,48.0,1.0,0.0,1.0,20.0,0.0,49.0,1.0,0.0
280066,2,99,99.0,0.0,1.0,0.0,-99.0,28.0,81.0,31.0,12.0,34.0,60.0,1.0,1.0,4.0,20.0,7.0,8.0,1.0,0.0,996.0,7.0,28.0,2.0,31.0,1.0,0.0,1FTER4EH6KLA,2019.0,460.0,1803.0,60.0,12.0,Ford,471.0,34.0,1.0,0.0,0.0,998.0,2.0,3.0,5.0,12.0,6.0,1.0,0.0,0.0,1.0,28.0,38849.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,67.0,190.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,45.0,2.0,1.0,8.0,1.0,0.0,14.0,12.0,1.0,1.0,4.0,102.0,28.0,1.0,1.0,0.0,202304886203.0,12.0,3.0,3.0,0.0,1.0,1.0,34.0,85.0,1.0,0.0,1.0,20.0,0.0,12.0,2.0,0.0
280076,2,99,99.0,38.0,1.0,0.0,-99.0,28.0,133.0,12.0,49.0,4.0,89.0,1.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,996.0,99.0,28.0,2.0,12.0,1.0,0.0,5YFBU4EE7DP0,2013.0,448.0,2208.0,13.0,49.0,Toyota,32.0,4.0,1.0,0.0,0.0,998.0,8.0,0.0,0.0,10.0,6.0,12.0,0.0,0.0,1.0,28.0,38751.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,70.0,265.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,45.0,1.0,1.0,8.0,1.0,20.0,11.0,15.0,1.0,1.0,1.0,414.0,28.0,99.0,1.0,0.0,202305033711.0,12.0,7.0,6.0,1.0,1.0,1.0,4.0,47.0,2.0,0.0,1.0,8.0,0.0,49.0,2.0,0.0
280078,1,99,0.0,0.0,1.0,0.0,-99.0,28.0,7.0,42.0,35.0,4.0,23.0,1.0,1.0,4.0,20.0,7.0,2.0,0.0,0.0,996.0,7.0,28.0,1.0,42.0,1.0,0.0,1N4AL3AP1JC1,2018.0,478.0,1904.0,13.0,35.0,Nissan/Datsun,47.0,4.0,1.0,0.0,0.0,998.0,7.0,0.0,0.0,12.0,6.0,42.0,0.0,0.0,1.0,28.0,39160.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,71.0,185.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,1.0,8.0,2.0,0.0,1.0,13.0,1.0,1.0,4.0,101.0,28.0,2.0,1.0,0.0,202304716922.0,12.0,5.0,2.0,0.0,1.0,1.0,4.0,57.0,2.0,0.0,1.0,20.0,0.0,35.0,1.0,0.0
280083,2,0,99.0,28.0,1.0,0.0,-99.0,28.0,107.0,12.0,49.0,4.0,61.0,2.0,1.0,4.0,3.0,0.0,20.0,0.0,0.0,996.0,7.0,28.0,2.0,12.0,1.0,0.0,4T4BE46K09R1,2009.0,448.0,2469.0,13.0,49.0,Toyota,40.0,4.0,1.0,0.0,0.0,998.0,8.0,3.0,5.0,11.0,6.0,1.0,0.0,0.0,1.0,28.0,38965.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,65.0,209.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,1.0,8.0,1.0,0.0,1.0,10.0,1.0,1.0,2.0,301.0,28.0,1.0,1.0,0.0,202305468600.0,12.0,5.0,12.0,1.0,1.0,1.0,4.0,25.0,2.0,0.0,1.0,20.0,0.0,49.0,1.0,0.0
280087,1,0,99.0,0.0,1.0,0.0,-99.0,28.0,157.0,42.0,63.0,14.0,44.0,1.0,1.0,4.0,20.0,7.0,99.0,1.0,0.0,996.0,7.0,28.0,1.0,42.0,1.0,0.0,KNDJ23AU0P78,2023.0,499.0,2460.0,7.0,63.0,KIA,498.0,14.0,1.0,0.0,0.0,998.0,7.0,3.0,5.0,12.0,6.0,1.0,1.0,0.0,1.0,22.0,71203.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,69.0,285.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,9.0,1.0,2.0,55.0,1.0,1.0,8.0,1.0,0.0,1.0,12.0,1.0,1.0,4.0,102.0,28.0,1.0,1.0,0.0,202304982203.0,12.0,2.0,5.0,0.0,1.0,1.0,14.0,23.0,1.0,0.0,1.0,20.0,0.0,63.0,2.0,98.0
280088,1,0,0.0,0.0,1.0,0.0,-99.0,28.0,7.0,18.0,20.0,4.0,25.0,2.0,1.0,4.0,20.0,7.0,8.0,0.0,0.0,996.0,7.0,28.0,2.0,18.0,1.0,0.0,2G1105S39H91,2017.0,467.0,1833.0,13.0,20.0,Chevrolet,2.0,4.0,1.0,0.0,0.0,998.0,7.0,0.0,0.0,12.0,6.0,18.0,0.0,0.0,1.0,28.0,39160.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,67.0,123.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,1.0,8.0,2.0,0.0,1.0,90.0,1.0,1.0,1.0,103.0,28.0,2.0,1.0,0.0,202305547468.0,12.0,6.0,12.0,3.0,1.0,1.0,4.0,57.0,1.0,3.0,1.0,8.0,0.0,20.0,1.0,9.0
280091,1,99,99.0,0.0,1.0,0.0,-99.0,28.0,137.0,30.0,58.0,4.0,15.0,2.0,1.0,3.0,20.0,7.0,8.0,1.0,0.0,996.0,0.0,28.0,1.0,30.0,3.0,0.0,JN1CV6AR9CM6,2012.0,480.0,2337.0,13.0,58.0,Infiniti,37.0,4.0,1.0,0.0,0.0,998.0,7.0,3.0,5.0,3.0,6.0,1.0,0.0,0.0,1.0,28.0,38666.0,0.0,0.0,0.0,Not licensed,0.0,999.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,3.0,1.0,2.0,45.0,1.0,6.0,8.0,2.0,0.0,1.0,12.0,99.0,1.0,4.0,102.0,28.0,0.0,1.0,0.0,202305466363.0,12.0,3.0,12.0,2.0,1.0,1.0,4.0,61.0,1.0,2.0,1.0,1.0,0.0,58.0,1.0,0.0
280092,1,99,0.0,0.0,1.0,0.0,-99.0,28.0,79.0,32.0,35.0,4.0,27.0,1.0,1.0,4.0,20.0,7.0,1.0,0.0,0.0,996.0,7.0,28.0,1.0,32.0,1.0,0.0,1N4BL4CV5MN3,2021.0,478.0,1904.0,13.0,35.0,Nissan/Datsun,47.0,4.0,1.0,0.0,0.0,998.0,7.0,3.0,5.0,12.0,6.0,1.0,0.0,0.0,1.0,28.0,39051.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,69.0,180.0,1.0,0.0,1.0,5.0,May,2019.0,6.0,2021.0,9.0,1.0,2.0,55.0,1.0,1.0,8.0,1.0,0.0,1.0,13.0,1.0,1.0,4.0,101.0,28.0,2.0,1.0,0.0,202305365893.0,12.0,3.0,10.0,2.0,1.0,1.0,4.0,35.0,2.0,0.0,1.0,8.0,0.0,35.0,1.0,98.0
280094,1,9,14.0,58.0,1.0,9999.0,-99.0,28.0,45.0,12.0,35.0,4.0,51.0,1.0,1.0,2.0,20.0,7.0,1.0,0.0,0.0,996.0,0.0,28.0,2.0,12.0,1.0,0.0,1N4AL11D26C1,2006.0,478.0,1904.0,13.0,35.0,Nissan/Datsun,47.0,4.0,1.0,0.0,0.0,998.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,28.0,39466.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,69.0,135.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,3.0,1.0,2.0,45.0,1.0,1.0,8.0,1.0,0.0,1.0,10.0,16.0,1.0,2.0,998.0,28.0,0.0,1.0,0.0,202305526885.0,59.0,2.0,12.0,0.0,2.0,1.0,4.0,36.0,1.0,0.0,1.0,20.0,0.0,35.0,1.0,0.0
